element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Ne,-0.3714313209056849,0.111633673310279,-0.160289391875267,0.215106233954429,0.044246282428503,0.136270895600318,0.173061251640319,0.068218231201171,-0.030552292242646,0.146158263087272,0.140524014830589,-0.25930380821228,-0.025772478431463,0.008220775052905,-0.029408859089016,0.156153246760368
Na,-0.309443861246109,0.366541713476181,-0.0479930527508249,0.43022072315216,0.122222729027271,0.069015234708786,-0.030191261321306,0.007438918109983,-0.085920616984367,-0.171345517039299,0.049961470067501,-0.198099926114082,-0.003302392549812,-0.069769710302352,0.295524626970291,0.071686342358589
Mg,-0.134157657623291,0.054760210216045,-0.26434502005577,0.0707816928625099,-0.050255112349987,0.119453221559524,0.132010027766227,0.110506169497966,-0.064646184444427,0.068450838327407,0.028430122882127,-0.292062401771545,-0.053869266062974,0.1701832115650169,0.031277760863304,0.152702555060386
Al,0.0257581882178779,-0.6246507763862611,-0.132199257612228,-0.164478868246078,-0.096246875822544,0.114130355417728,0.136661127209663,0.067727729678153,-0.09259807318449,0.2064483463764189,0.3738831579685209,-0.173169285058975,-0.116702824831008,0.312182933092117,-0.092576973140239,0.080350071191787
Si,0.061916932463645,-0.275507062673568,0.113931618630886,0.108374737203121,-0.223466306924819,0.06354483962059,-0.095344491302967,0.2290668785572049,0.277394950389862,0.113397702574729,0.110251322388648,0.1194604113698,-0.25061696767807,0.263587266206741,-0.057214241474866,-0.093754597008228
P,0.1744430512189859,-0.380417823791503,0.2425223737955089,0.066282197833061,-0.148118361830711,-0.032125879079103,-0.219380438327789,0.04258182272315,0.341781556606292,0.011655949987471,-0.087770283222198,0.3787600696086879,-0.202422901988029,0.158369824290275,0.053793732076883,-0.136217132210731
S,0.101355105638504,-0.418306738138198,0.099457897245883,-0.130069687962532,0.245952367782592,-0.325515568256378,-0.242816716432571,-0.299284845590591,0.149923339486122,-0.238888889551162,-0.21647635102272,0.0323712080717079,0.007364213932305,0.2471054196357719,-0.014150359667837,-0.040198631584644
Cl,-0.0586297400295729,-0.365472823381423,-0.0229602828621859,0.079678051173686,0.375443637371063,-0.087280437350273,-0.185591042041778,-0.327254474163055,0.0231066588312379,-0.229262039065361,-0.15320037305355,-0.224341496825218,-0.031518131494522,0.278182178735733,0.171787291765213,0.148025095462799
Ar,-0.267170578241348,0.276139795780181,0.365083783864975,0.041601505130529,0.0441791601479049,-0.142418071627616,0.060742523521184,-0.070154160261154,-0.315418720245361,-0.0137079730629919,0.11400844156742,-0.1789319813251489,0.7356953024864191,-0.53420740365982,0.0486788190901269,-0.35160344839096
K,-0.207227170467376,0.304930537939071,0.008925602771341,0.451311290264129,0.088353715837001,0.108598068356513,-0.207689106464386,-0.044247295707464,0.226340860128402,-0.1204211935400959,-0.1540073901414869,-0.057415090501308,-0.158428773283958,-0.062349379062652,0.246111199259758,0.018383096903562
Ca,-0.234947368502616,0.0537752360105509,-0.314850032329559,0.257564216852188,0.1653656661510459,0.363046169281005,-0.029024166986346,0.053838279098272,-0.110919743776321,-0.103107437491416,-0.146618768572807,-0.361456394195556,-0.235513225197792,0.254152625799179,0.299887061119079,0.348429083824157
Sc,-0.0392740629613389,0.095497980713844,-0.5758368968963621,-0.174434170126914,0.274987459182739,0.451855182647705,0.260654389858245,0.266636550426483,-0.285748869180679,0.163362085819244,0.020667562261223,-0.240615904331207,-0.005284206010401,-0.051580537110567,-0.014445145614445,0.33079782128334
Ti,-0.0078311935067169,-0.035953354090452,-0.1895203143358229,-0.240531876683235,-0.330815404653549,0.356673032045364,0.205656304955482,0.373222887516021,-0.340884685516357,0.342072159051895,0.254455626010894,0.0883781313896169,-0.1181961670517919,-0.076929703354835,0.051160786300897,0.23008944094181
V,0.010068781673908,0.026370424777269,0.087661445140838,-0.098926983773708,-0.5658162236213681,0.095152042806148,0.132265850901603,0.4244566559791561,-0.164542913436889,0.347364991903305,0.327480196952819,0.181354746222496,-0.082977227866649,-0.0578161813318719,0.1134111881256099,0.053151983767747
Cr,-0.1850479096174239,0.548863172531127,0.271278232336044,0.091857999563217,-0.513859868049621,-0.031194718554615,0.207638055086135,0.37312576174736,0.014139199629426,0.279340028762817,0.30783188343048,0.025141151621937,0.117386892437934,-0.161764845252037,-0.205282524228096,-0.277232944965362
Mn,-0.0266687273979179,0.34397467970848,0.227079451084136,-0.104915544390678,-0.487205147743225,-0.12743404507637,0.187236502766609,0.199834138154983,0.053545154631137,0.226651728153228,0.150706022977828,0.042675655335187,0.0273999143391839,-0.199653938412666,-0.312556475400924,-0.1559946537017819
Fe,0.127333000302314,0.4631565511226649,0.5054023265838621,0.06087502092123,-0.573830306529998,-0.163996636867523,0.047023214399814,0.219079971313476,0.049543436616659,0.255811899900436,0.160504505038261,0.431421995162963,0.111889198422431,-0.3611285984516141,-0.105271153151988,-0.333184123039245
Co,0.4263084828853601,0.334699839353561,0.195493325591087,-0.276284426450729,-0.164949491620063,-0.1546161621809,0.30706587433815,0.27678096294403,-0.341184020042419,0.3549660444259639,0.1639750748872749,0.552477955818176,0.2133717238903039,-0.4031463563442229,-0.168182656168937,-0.311854153871536
Ni,0.449135154485702,0.05701895058155,0.384621977806091,-0.322172343730926,-0.220966666936874,-0.345033675432205,0.26642695069313,0.070591785013675,-0.305990815162658,0.249949738383293,0.4929818809032439,0.6080126762390129,0.2641955614089959,-0.421495079994201,-0.071959540247917,-0.220502719283103
Cu,0.182593643665313,0.39242735505104,0.067148342728614,-0.495417118072509,0.061713706701993,-0.244401693344116,0.546862542629241,0.052893724292516,-0.847658157348632,0.220031559467315,0.357463151216506,0.103545255959033,0.5017488002777101,-0.27624088525772,-0.386132955551147,-0.347531974315643
Zn,0.1600265055894849,0.041560802608728,-0.120160363614559,-0.313439518213272,0.370328247547149,-0.047682479023933,0.355327516794204,-0.0175684001296749,-0.7706907391548149,0.105888113379478,0.343970119953155,-0.0797673463821409,0.3428550064563749,-0.047555308789014,0.079389445483684,0.045131552964448
Ga,0.276883900165557,-0.145103693008422,-0.101442642509937,-0.185093894600868,0.330959826707839,-0.028048610314726,0.089727722108364,0.131675660610198,-0.234076052904129,0.1178004741668699,0.0635035708546629,0.214071214199066,0.119170680642127,0.003584717633202,0.104671157896518,0.061847761273384
Ge,0.163371682167053,-0.019719205796718,0.1416415274143209,0.179598271846771,0.025353258475661,-0.061890285462141,0.07856923341751,0.133394420146942,0.11183650791645,0.071841582655906,0.102121293544769,0.223483949899673,0.132040232419967,0.011115608736872,-0.039392177015542,-0.259407699108123
As,0.301960825920105,-0.001510583446361,0.148996859788894,0.0164039433002469,0.010783487930893,-0.1511026024818419,-0.163018628954887,-0.008902591653168,0.135368838906288,-0.01559601444751,-0.207213640213012,0.39965933561325,-0.170252695679664,-0.168432772159576,0.0093520162627099,-0.137037217617034
Se,0.109637930989265,-0.071244955062866,0.23485854268074,0.028984293341636,0.151929810643196,-0.456927865743637,-0.1027487739920609,-0.186421826481819,0.153638333082199,-0.143799170851707,-0.165713906288146,0.10152032226324,0.211219072341918,-0.01502804365009,-0.112593345344066,-0.304798543453216
Br,-0.122546210885047,0.0213565584272139,0.115629151463508,0.3032001256942739,0.099693648517131,-0.217278808355331,-0.2080831080675119,-0.250223308801651,0.177690491080284,-0.2433114945888509,-0.181347385048866,0.075843870639801,0.060944531112909,-0.1359503865242,0.2335015237331389,-0.098233945667743
Kr,0.5509151816368101,0.406654685735702,0.6250452995300291,-0.63075965642929,-0.12943097949028,-0.6762012243270871,0.3199374675750729,-0.397291958332061,-0.5671448111534111,-0.085051342844963,0.4578227698802939,0.439174503087997,0.7730537652969359,-0.5917891263961791,-0.5075244307518001,-0.5907243490219111
Rb,-0.222825899720191,0.179437965154647,0.0464665777981279,0.489837676286697,0.028110379353165,0.0893017053604119,-0.161293059587478,-0.006785945501178,0.3669838309288021,-0.116106070578098,-0.110850043594837,0.108290545642375,-0.1492434442043299,-0.096615076065063,0.356477946043014,-0.047841202467679
Sr,-0.367375910282135,-0.164523914456367,-0.2746688723564139,0.4277101457118979,0.102696888148784,0.407418578863143,-0.067365169525146,-0.0261905509978529,0.176909133791923,-0.145388752222061,-0.0868529453873629,-0.329532206058502,-0.2841030657291409,0.306116819381713,0.334118574857711,0.249746710062026
Y,-0.113637931644916,-0.189103052020072,-0.478541165590286,-0.052158892154693,0.233360454440116,0.5747078061103821,0.0957998037338249,0.256574004888534,-0.122457452118396,0.02135263197124,-0.18888646364212,-0.349341094493865,-0.349800676107406,0.4181061089038841,0.045616678893566,0.422425389289855
Zr,0.072824090719223,-0.049700811505317,-0.400743573904037,-0.249750196933746,0.206184849143028,0.5062844753265381,0.1672882735729209,0.492762625217437,-0.099844694137573,0.274580627679824,0.009348454885184,0.021098833531141,-0.149066865444183,0.248198077082633,-0.1482027918100349,0.085134774446487
Nb,0.043916050344705,0.221368089318275,-0.167420014739036,-0.160199463367462,0.035169951617717,0.2085146605968469,0.254413992166519,0.6158213615417479,-0.056842941790819,0.339314937591552,0.014778580516576,0.02335312962532,0.0128924623131749,0.126263171434402,-0.344211965799331,-0.0172829050570719
Mo,0.177747622132301,0.063602603971958,0.028239430859684,-0.299133092164993,-0.016718134284019,0.071079052984714,0.193492144346237,0.610431492328643,-0.006319033447653,0.42598956823349,0.045905031263828,0.27282041311264,0.042616680264472,0.097540818154811,-0.362790793180465,-0.208467364311218
Tc,0.242000043392181,0.012752309441566,-0.089484333992004,-0.59196788072586,-0.132912278175354,0.055601205676794,0.525157392024993,0.4566151499748231,-0.229125216603279,0.461676597595214,0.178811103105545,0.230202406644821,0.0965432971715919,0.1304931640625,-0.521722495555877,-0.15830186009407
Ru,0.6351237893104551,-0.018517868593335,-0.073442071676254,-0.838036596775054,0.064554147422313,-0.115748286247253,0.413217484951019,0.327714622020721,-0.448439806699752,0.342429459095001,0.09010424464941,0.4018456637859339,0.2070922106504439,0.10592732578516,-0.6229697465896601,-0.205124840140342
Rh,0.5422093272209161,-0.207791447639465,0.41015475988388,-0.4292336106300349,-0.182547807693481,-0.3868103921413421,0.128789842128753,0.055907774716615,0.173182874917984,0.230357199907302,0.241536989808082,0.5529197454452509,0.070876225829124,0.014919896610081,-0.294563591480255,-0.314465045928955
Pd,0.561477959156036,-0.189031288027763,0.1696242243051519,-0.6904644370079039,0.188208773732185,-0.414167165756225,0.244862735271453,-0.1521916240453719,-0.266483753919601,0.147673770785331,0.099764645099639,0.4053385853767391,0.340966045856475,-0.113506361842155,-0.236541047692298,-0.212607309222221
Ag,0.220025941729545,0.271696805953979,0.259073019027709,-0.596787333488464,0.100354962050914,-0.381953716278076,0.626711547374725,-0.21899776160717,-0.8554025888442991,0.148941323161125,0.489197671413421,0.0243412125855679,0.6638134717941281,-0.2774374186992639,-0.5022671818733211,-0.343382328748703
Cd,0.144953623414039,0.28606554865837,-0.191306814551353,-0.4107970595359801,0.419412791728973,-0.097364760935306,0.259105950593948,-0.020564455538988,-0.481968015432357,-0.107775323092937,-0.117808900773525,-0.168684184551239,0.419112563133239,-0.165165081620216,-0.258029222488403,-0.2672101557254789
In,0.0080406833440059,-0.086962193250656,-0.153270483016967,-0.4682776927947989,0.03517922386527,-0.093264572322368,0.1990208476781839,-0.022849097847938,-0.26361921429634,0.026916481554508,0.061821464449167,-0.353796064853668,0.278767824172973,0.22845521569252,-0.241423696279525,-0.00187229050789
Sn,0.037526119500398,-0.274510741233825,0.038438059389591,-0.326213419437408,-0.045173749327659,-0.096013210713863,0.082311488687992,0.026692982763051,-0.084521830081939,0.126090973615646,0.165471792221069,-0.014898853376507,0.12902508676052,0.462317019701004,-0.119643293321132,-0.144210204482078
Sb,0.087532840669155,-0.118239678442478,0.1243767365813249,-0.185172766447067,-0.059802368283271,-0.179735004901886,-0.062481790781021,0.065347462892532,0.113141648471355,0.08085811138153,-0.0913823097944249,0.155113279819488,0.042575787752866,0.210555538535118,-0.221856191754341,-0.1734485924243919
Te,0.017612421885132,-0.121930547058582,0.287495970726013,-0.054600268602371,-0.0488563105463979,-0.360597908496856,0.006929703522473,-0.095347210764884,0.1600722074508659,0.023263316601514,0.082886949181556,-0.068672329187393,0.107627369463443,0.190089583396911,-0.2817473709583279,-0.253415256738662
I,-0.092639632523059,0.048169326037168,0.200707584619522,0.160465881228446,0.032274678349494,-0.274991154670715,-0.0670936331152909,-0.2256718575954429,0.0945377424359319,-0.124812141060829,-0.022278163582086,0.164292231202125,0.067179419100284,-0.126934543251991,0.220230966806411,-0.201963990926742
Xe,0.2340162396430959,0.067379169166088,0.608183741569519,-1.2179151773452748,-0.054727558046579,-0.7091625928878781,0.6786276698112479,-0.220465525984764,-0.7005538940429681,0.098975926637649,0.579602360725402,0.186458244919776,0.9459961652755732,-0.272757709026336,-1.282049775123596,-0.6831915378570551
Cs,-0.073443241417407,-0.047955863177776,0.190558224916458,0.4499374032020561,-0.123142227530479,0.102187409996986,-0.327122807502746,0.021206695586442,0.309177547693252,-0.140441283583641,-0.012754185125231,0.239925652742385,-0.296679377555847,-0.213414371013641,0.583950936794281,0.0522684529423709
Ba,-0.318858951330184,-0.164836689829826,-0.17301033437252,0.5706403851509091,0.083543673157691,0.3876368403434749,-0.252880841493606,0.1525536030530919,0.564716696739196,-0.208076626062393,-0.17684020102024,-0.250735729932785,-0.3652971982955929,0.239613220095634,0.352670609951019,0.2753739356994619
La,-0.091636098921298,-0.1766535639762869,-0.5319131016731261,0.1930493265390389,0.192059144377708,0.669735789299011,-0.063750781118869,0.284102439880371,0.223940372467041,-0.0103313289582719,-0.327250689268112,-0.323477923870086,-0.4439352750778191,0.41185775399208,0.1343571245670309,0.462237834930419
Ce,-0.197831079363822,0.1451663672924039,-0.4386110901832581,0.113676734268665,0.041113641113042,0.7555166482925411,0.018072115257382,0.408569931983947,0.169700220227241,0.134811371564865,-0.07080877572298,-0.087585069239139,-0.339476704597473,0.207946389913558,0.027506127953529,0.2395578622817989
Pr,-0.215015947818756,-0.2553902268409719,-0.410739064216613,0.275224924087524,0.182651966810226,0.5513342022895811,-0.052291963249444,0.196623489260673,0.2798184752464289,0.100487172603607,-0.019572265446186,-0.534951031208038,-0.302904665470123,0.5879467129707331,-0.02508471161127,0.336614996194839
Nd,-0.2402292639017099,-0.317951917648315,-0.415627360343933,0.240124881267547,0.1514681875705709,0.5745352506637571,0.051685210317373,0.208751231431961,0.264019817113876,0.123983100056648,-0.028157403692603,-0.5307101607322691,-0.322717726230621,0.530494451522827,0.046533457934856,0.312270820140838
Pm,-0.3739175200462339,-0.045518077909946,-0.545783579349517,0.188483327627182,0.100331492722034,0.507119238376617,0.084902584552764,0.2010025084018699,0.183701232075691,0.118347257375717,-0.0875468626618379,-0.5166583657264711,-0.345140159130096,0.347948610782623,0.045327499508857,0.3213328421115869
Sm,-0.257129251956939,-0.2425111383199689,-0.5051884651184081,0.11776577681303,0.099228754639625,0.5427742600440971,0.075645856559276,0.228849217295646,0.1837051510810849,0.081856653094291,-0.0526278614997859,-0.473652452230453,-0.310627311468124,0.5355949401855461,0.007678113412111,0.329468071460723
Eu,-0.331636548042297,0.107924781739711,-0.239950954914093,0.3936918079853049,-0.109153069555759,0.487176686525344,-0.170883953571319,0.20314934849739,0.150243878364563,-0.060632895678281,-0.172054484486579,0.010965223424136,-0.5949336886405939,-0.0798911675810809,0.4311960935592649,0.286521464586257
Gd,-0.255256116390228,-0.107868403196334,-0.5361624360084529,0.0225400831550349,0.0678629726171489,0.600591301918029,-0.007325689308345,0.1915103495121,0.0913306325674049,0.077257625758647,-0.142770171165466,-0.259649664163589,-0.297345608472824,0.4297577142715449,-0.055163688957691,0.345109850168228
Tb,-0.067165046930313,-0.216720715165138,-0.5346047878265381,0.0571267940104,0.108956664800643,0.5494450330734251,0.130501791834831,0.158351063728332,-0.066851057112216,0.098196357488632,0.012590968050062,-0.4764251112937921,-0.312733352184295,0.4107704460620879,-0.0122836334630839,0.5521848201751701
Dy,-0.158126771450042,-0.226037353277206,-0.6490926742553711,-0.0060999896377319,0.091834343969821,0.5159253478050231,0.076189532876014,0.222041338682174,-0.072046764194965,0.096474975347518,-0.03321760892868,-0.4722256660461421,-0.214874982833862,0.4482176601886741,0.070182390511035,0.4121662974357601
Ho,-0.105255477130413,-0.3379408121109,-0.589679718017578,-0.045343484729528,0.023846669122576,0.52252984046936,0.064017228782176,0.25551551580429,-0.18723440170288,0.116836830973625,-0.023813094943761,-0.3642393350601189,-0.385893255472183,0.312993675470352,0.098140150308609,0.430609911680221
Er,-0.237928658723831,-0.046479433774948,-0.6501834988594051,-0.023218804970383,0.061458759009838,0.556476294994354,0.161721020936965,0.175748348236083,-0.144358798861503,0.133994862437248,0.010389210656285,-0.4437938630580901,-0.1429322510957709,0.394060283899307,0.022536700591444,0.4575413167476649
Tm,-0.2394149303436269,-0.132306188344955,-0.640235364437103,-0.10214515030384,-0.04277316853404,0.540846049785614,0.148438423871994,0.152763858437538,-0.1895071417093269,0.125831589102745,0.139925986528396,-0.4883702099323271,-0.113039262592792,0.392347604036331,0.0180860590189689,0.41612422466278
Yb,-0.242181807756423,-0.0608010180294509,-0.499199450016021,0.097591914236545,0.239760652184486,0.341522932052612,-0.005014592316001,-0.036758724600076,-0.263217985630035,-0.082873068749904,-0.208417668938636,-0.287048548460006,-0.237558230757713,-0.0455139540135859,0.503550052642822,0.542279779911041
Lu,-0.248949766159057,-0.209212779998779,-0.6363247036933891,-0.114966250956058,-0.1627708077430719,0.512850522994995,0.180480763316154,0.221932396292686,-0.309341520071029,0.0970846116542809,0.195380315184593,-0.47924917936325,-0.175846278667449,0.240043506026268,0.0540878660976879,0.4428825974464409
Hf,-0.229458853602409,-0.181822657585144,-0.5038210153579711,-0.3436855673789969,-0.36152958869934,0.4525426030158991,0.424632281064987,0.420237362384796,-0.451650917530059,0.336517125368118,0.217570811510086,-0.3373879790306089,-0.2558062076568599,0.271148711442947,-0.206723377108573,0.311874479055404
Ta,-0.080209232866764,0.127253040671348,-0.2239869087934489,-0.1898724585771559,-0.377619117498397,0.301217049360275,0.4240113496780391,0.532492995262146,-0.192412137985229,0.548126459121704,0.4187940955162041,-0.212446689605712,-0.003715975442901,0.219198390841484,-0.325230717658996,0.038962073624134
W,0.153432771563529,-0.036981686949729,0.030121456831693,-0.2849211394786829,-0.4838297963142391,0.073549337685108,0.360298752784729,0.7251817584037781,-0.0686796754598609,0.5212323069572441,0.416248798370361,0.050870791077613,0.039401516318321,0.177773892879486,-0.4244300723075861,-0.205434620380401
Re,0.065745301544666,0.131999760866165,-0.053948033601045,-0.5894827246665949,-0.24676164984703,0.064553916454315,0.618219375610351,0.6276887059211731,-0.5280857682228081,0.675458431243896,0.476934671401977,-0.136757656931877,0.337069332599639,0.184696719050407,-0.5757842659950251,-0.12202201783657
Os,0.339762657880783,0.120314598083496,-0.083164006471633,-0.946349143981933,-0.140575736761093,-0.062850080430507,0.613036155700683,0.417312502861022,-0.7551876902580258,0.578382611274719,0.455824881792068,0.082209736108779,0.4467681348323821,0.132611587643623,-0.765288949012756,-0.265376955270767
Ir,0.4270144402980801,-0.140809759497642,0.485740959644317,-0.205191269516944,-0.247625634074211,-0.3860764503479001,-0.045674618333578,0.078551165759563,0.3765520751476279,0.132884919643402,-0.0797926187515249,0.6048759222030641,0.016520638018846,-0.062002334743738,-0.408075302839279,-0.511302173137664
Pt,0.484318256378173,-0.359648585319519,0.200501441955566,-0.6332241296768181,-0.069094032049179,-0.444099009037017,-0.0330563820898529,-0.151040643453598,-0.101109430193901,0.0145563213154669,-0.0010117255151269,0.4129391312599181,0.107322469353675,-0.046533089131116,-0.324306368827819,-0.216967031359672
Au,0.4499770998954771,0.036064855754375,0.257777690887451,-0.4173726439476009,0.130573078989982,-0.4651192128658289,0.165364444255828,-0.303471773862838,-0.471967607736587,-0.047797873616218,0.1872445642948149,0.09167792648077,0.5800445675849909,-0.1490498185157769,-0.233515560626983,-0.296619415283203
Hg,0.278281241655349,0.282324224710464,0.2835254073143,-0.27880847454071,0.164339900016784,-0.3186643123626699,0.147161483764648,-0.115334942936897,-0.3862334191799161,0.025141831487417,0.1246004328131669,0.091221012175083,0.629965245723724,-0.321033060550689,-0.3794135451316829,-0.297094225883483
Tl,0.1843823492527,0.303153246641159,0.016757573932409,0.009070029482245,0.191217586398124,-0.155504092574119,0.088094927370548,-0.049157455563545,-0.507745325565338,-0.101990558207035,0.046750623732805,0.251656234264373,0.3817000985145561,-0.351186782121658,0.180367931723594,-0.409070998430252
Pb,0.092830300331115,0.103772349655628,0.048139110207557,-0.035603981465101,0.077907606959342,-0.125655949115753,0.181485593318939,-0.005632121581584,-0.250113695859909,-0.036282517015933,0.109987139701843,0.034709032624959,0.240990400314331,-0.206966385245323,0.057006888091564,-0.2838773131370539
Bi,-0.2363132685422889,0.097659416496753,0.246293365955352,-0.174692720174789,-0.218279033899307,-0.24071842432022,0.134572446346282,0.01625731959939,-0.075023181736469,0.000981722609139,0.091679535806179,-0.240364924073219,0.13600642979145,-0.015789944678544,-0.305944114923477,-0.441544562578201
Po,0.0278176106512539,0.021633174270391,-0.022265184670686,-0.049989353865385,-0.011657394468784,0.035761784762144,0.019627097994089,0.020544353872537,-0.017788209021091,0.035650465637445,-0.041207421571016,0.043517794460058,0.0001951679587359,0.0065098777413359,-0.042149316519498,-0.0026176571846
At,0.013335119932889,0.0241670347750179,-0.009026061743497,0.0464450828731059,0.003559160977602,0.030743073672056,-0.014642775058746,-0.016754351556301,0.046803805977106,0.003550540655851,0.023668650537729,0.03056089952588,0.014549504965543,0.003774356096982,0.015185866504907,0.00513333082199
Rn,-0.0119437575340269,0.0176340080797669,-0.005495369434356,-0.0099767819046969,-0.0302059538662429,-0.048440467566251,-0.0072662010788909,-0.0256063099950549,0.004871986806392,0.044316384941339,-0.036175560206174,0.017096769064664,-0.031810570508241,0.02376315370202,0.02826190367341,0.044606115669012
Fr,-0.0434498451650139,0.042720142751932,-0.044104326516389,0.007274448871612,-0.023090172559022,0.029771652072668,0.023424100130796,-0.03331933170557,0.038471434265375,-0.016308307647705,-0.0338921174407,-0.041319262236356,0.037754368036985,-0.021916961297392,0.01168043538928,0.045128908008337
Ra,0.0169683583080759,-0.025037158280611,0.0319683291018,-0.0178935043513769,-0.027510179206728,0.013902675360441,-0.0244730245321979,0.042807821184396,-0.026307214051485,-0.0237881783396,-0.014349352568387,-0.0045666098594659,-0.039498329162597,0.003125965595245,-0.0459623821079729,-0.016306199133396
Ac,-0.9182214736938472,0.073024354875087,-0.5950515866279601,0.450472176074981,-0.345008760690689,0.6077151894569389,-0.07224716246128,0.179490327835083,0.290642976760864,0.057812228798866,0.026626421138644,-0.7265717387199401,-0.5288156867027279,0.256403356790542,0.173582687973976,0.606693804264068
Th,-0.3536665737628929,-0.067412987351417,-0.8245663046836851,-0.025612143799662,-0.346525996923446,0.8099452853202821,0.161331906914711,0.46946370601654,0.045801490545272,0.178862988948822,0.044974509626626,-0.331488221883773,-0.5062099695205681,0.30351185798645,0.069853410124778,0.468920320272445
Pa,-0.4980123639106751,0.487306952476501,-0.7456755638122551,-0.00906897522509,-0.263530135154724,0.7496261596679681,0.4648188352584831,0.553796231746673,-0.281812340021133,0.4129915833473201,0.227212414145469,-0.4769994318485261,-0.240836128592491,0.183091685175895,-0.2054662108421319,0.4329843223094939
U,-0.061628509312868,0.243641152977943,-0.346598446369171,0.0567886717617509,-0.442931592464447,0.6400207281112671,0.237543106079101,0.7067830562591549,0.1704619824886319,0.436729222536087,0.191228926181793,-0.102396845817565,-0.311333924531936,0.022909650579094,-0.08031091094017,0.210229903459548
Np,-0.471239656209945,0.4481242001056671,-0.170911476016044,0.299126714468002,-0.4901858270168301,0.5011664032936091,0.197753608226776,0.673036217689514,0.243258312344551,0.3590238392353049,0.1939895451068869,-0.122533790767192,-0.271932482719421,0.0999598726630209,-0.03197206929326,0.123560406267642
Pu,-0.278194397687912,0.044106788933277,-0.1548203080892559,0.376608461141586,-0.44519218802452,0.493096500635147,-0.0234758704900739,0.487315595149993,0.303536653518676,0.260558038949966,0.1596808284521099,-0.003404412884265,-0.5477635264396661,0.175795853137969,0.037211507558822,0.125202134251594
